inspection_ts,part_id,dim_dev_um,defect_type,status
2025-01-15 10:37:00,P001812,11.5,None,PASS
2025-02-05 07:35:00,P001813,30.8,Surface,PASS
2025-02-11 10:35:00,P001814,9.8,Geometry,PASS
2025-01-17 12:26:00,P001814,21.6,Surface,PASS
2025-02-02 08:41:00,P001815,23.1,None,PASS
2025-01-21 05:57:00,P001816,8.2,Surface,PASS
2025-02-04 12:05:00,P001816,5.7,Geometry,PASS
2025-01-26 12:19:00,P001817,31.2,Dimension,FAIL
2025-02-10 11:27:00,P001817,0.8,Geometry,PASS
2025-01-12 05:56:00,P001818,17.9,Geometry,PASS
2025-01-18 19:18:00,P001819,20.6,Geometry,PASS
2025-02-07 11:20:00,P001820,7.5,Surface,PASS
2025-01-24 11:06:00,P001820,2.0,Geometry,PASS
2025-01-22 19:32:00,P001821,6.9,Surface,PASS
2025-01-16 21:54:00,P001822,38.5,Surface,PASS
2025-02-04 12:48:00,P001823,6.7,None,PASS
2025-02-05 18:43:00,P001824,55.8,Dimension,FAIL
2025-02-14 05:29:00,P001825,9.1,None,PASS
2025-02-09 08:25:00,P001826,53.8,Geometry,PASS
2025-02-06 01:17:00,P001826,23.2,Geometry,PASS
2025-02-08 14:40:00,P001827,5.8,Surface,PASS
2025-01-11 21:33:00,P001828,3.6,Surface,PASS
2025-02-08 12:57:00,P001829,8.9,Surface,PASS
2025-02-09 21:03:00,P001829,11.1,None,PASS
2025-01-31 15:28:00,P001830,26.8,Geometry,PASS
2025-01-18 12:51:00,P001830,2.8,Geometry,PASS
2025-02-14 04:15:00,P001831,16.4,None,PASS
2025-01-14 10:22:00,P001832,17.0,None,PASS
2025-01-18 15:25:00,P001833,7.5,Geometry,PASS
2025-02-10 21:32:00,P001833,59.5,Dimension,FAIL
2025-01-30 03:26:00,P001834,54.1,Surface,PASS
2025-02-07 23:23:00,P001834,16.7,Surface,PASS
2025-02-10 18:33:00,P001835,42.5,Dimension,FAIL
2025-02-03 04:31:00,P001835,18.8,Surface,PASS
2025-01-23 02:55:00,P001836,9.6,Surface,PASS
2025-02-07 11:13:00,P001837,27.0,Geometry,PASS
2025-01-17 18:06:00,P001837,7.1,None,PASS
2025-01-29 06:13:00,P001838,25.0,Geometry,PASS
2025-01-27 18:53:00,P001839,2.0,None,PASS
2025-01-26 08:56:00,P001839,17.9,Geometry,PASS
2025-02-10 18:13:00,P001840,33.0,Surface,PASS
2025-02-09 18:02:00,P001841,,Surface,PASS
2025-02-02 04:29:00,P001841,4.0,None,PASS
2025-02-10 02:42:00,P001842,11.1,None,PASS
2025-01-22 10:44:00,P001843,26.2,Surface,PASS
2025-02-07 16:51:00,P001843,47.7,None,PASS
2025-01-14 05:57:00,P001844,2.2,Geometry,PASS
2025-01-18 06:56:00,P001844,15.0,Surface,PASS
2025-01-31 08:24:00,P001845,2.6,Surface,PASS
2025-01-15 14:02:00,P001846,1.8,Geometry,PASS
2025-01-24 07:38:00,P001846,13.0,None,PASS
2025-01-30 05:39:00,P001847,15.2,None,PASS
2025-02-04 06:16:00,P001848,11.0,None,PASS
2025-02-12 09:52:00,P001849,3.4,None,PASS
2025-01-21 12:12:00,P001849,2.8,None,PASS
2025-01-12 21:07:00,P001850,19.2,None,PASS
2025-02-12 09:50:00,P001851,12.3,None,PASS
2025-01-11 01:49:00,P001851,19.8,None,PASS
2025-01-26 07:19:00,P001852,5.2,None,PASS
2025-01-10 21:25:00,P001852,4.7,None,PASS
2025-01-25 00:36:00,P001853,16.8,None,PASS
2025-01-23 01:08:00,P001853,1.7,None,PASS
2025-02-02 03:56:00,P001854,2.2,None,PASS
2025-01-30 19:02:00,P001855,48.5,Surface,PASS
2025-01-26 12:19:00,P001855,17.3,Surface,PASS
2025-01-24 19:22:00,P001856,33.6,Surface,PASS
2025-01-18 17:04:00,P001856,20.2,Surface,PASS
2025-02-02 21:53:00,P001857,8.8,None,PASS
2025-02-06 18:43:00,P001857,0.0,None,PASS
2025-01-31 20:35:00,P001858,,Surface,PASS
2025-01-29 02:34:00,P001859,52.6,Dimension,FAIL
2025-01-22 03:18:00,P001860,41.6,Dimension,FAIL
2025-02-06 00:21:00,P001861,2.7,None,PASS
2025-01-15 18:39:00,P001862,47.3,Surface,PASS
2025-02-01 07:47:00,P001862,32.6,None,PASS
2025-02-02 02:57:00,P001863,4.2,Geometry,PASS
2025-01-29 10:03:00,P001864,26.0,Geometry,PASS
2025-01-13 12:35:00,P001864,23.7,None,PASS
2025-02-09 22:17:00,P001865,29.5,Geometry,PASS
2025-02-12 22:34:00,P001866,13.9,Geometry,PASS
2025-02-08 01:59:00,P001866,3.7,Surface,PASS
2025-01-29 20:33:00,P001867,19.8,None,PASS
2025-01-10 21:18:00,P001868,3.9,Surface,PASS
2025-01-19 11:09:00,P001869,3.9,None,PASS
2025-02-05 11:05:00,P001869,43.4,Dimension,FAIL
2025-02-01 16:50:00,P001870,1.6,Surface,PASS
2025-01-26 09:16:00,P001870,30.1,Surface,PASS
2025-01-18 08:48:00,P001871,0.9,Surface,PASS
2025-02-11 20:37:00,P001872,32.6,Dimension,FAIL
2025-01-13 19:33:00,P001873,,Geometry,PASS
2025-01-20 06:24:00,P001873,49.4,Dimension,FAIL
2025-02-13 18:38:00,P001874,57.2,Dimension,FAIL
2025-02-02 21:08:00,P001874,15.4,Geometry,PASS
2025-01-15 08:45:00,P001875,19.3,Geometry,PASS
2025-01-20 21:54:00,P001875,19.4,None,PASS
2025-01-23 03:13:00,P001876,21.9,Surface,PASS
2025-01-18 13:31:00,P001876,31.4,Dimension,FAIL
2025-01-17 05:44:00,P001877,14.9,None,PASS
2025-01-30 23:43:00,P001878,16.7,None,PASS
2025-01-17 17:42:00,P001878,5.9,Surface,PASS
2025-02-05 09:41:00,P001879,25.0,None,PASS
2025-01-26 11:43:00,P001879,36.9,Dimension,FAIL
2025-01-26 00:02:00,P001880,22.8,Geometry,PASS
2025-02-08 23:37:00,P001880,23.8,Surface,PASS
2025-01-17 12:36:00,P001881,13.1,Surface,PASS
2025-02-03 00:46:00,P001881,,None,PASS
2025-02-03 10:54:00,P001882,10.2,None,PASS
2025-02-11 08:16:00,P001883,16.2,None,PASS
2025-01-30 13:31:00,P001884,3.9,None,PASS
2025-01-29 14:24:00,P001885,20.9,None,PASS
2025-01-29 15:17:00,P001885,12.3,Surface,PASS
2025-01-18 02:40:00,P001886,16.6,Geometry,PASS
2025-02-04 06:40:00,P001886,26.2,Geometry,PASS
2025-02-08 00:17:00,P001887,21.9,None,PASS
2025-01-15 13:43:00,P001888,51.5,Dimension,FAIL
2025-01-27 09:23:00,P001888,4.8,Geometry,PASS
2025-01-24 20:27:00,P001889,7.2,None,PASS
2025-02-09 22:48:00,P001890,37.7,None,PASS
2025-02-03 04:57:00,P001891,10.7,Geometry,PASS
2025-02-12 11:26:00,P001892,46.0,Dimension,FAIL
2025-02-08 15:07:00,P001893,37.6,None,PASS
2025-02-10 03:42:00,P001893,0.2,None,PASS
2025-02-07 11:46:00,P001894,40.4,Dimension,FAIL
2025-01-27 02:48:00,P001894,5.3,None,PASS
2025-01-29 04:09:00,P001895,3.5,Geometry,PASS
2025-02-10 14:19:00,P001895,14.2,Geometry,PASS
2025-02-07 14:38:00,P001896,9.2,None,PASS
2025-01-11 07:52:00,P001896,16.7,Surface,PASS
2025-02-13 20:10:00,P001897,24.8,Surface,PASS
2025-01-12 05:50:00,P001897,28.2,None,PASS
2025-01-29 23:17:00,P001898,26.6,Surface,PASS
2025-01-25 12:25:00,P001899,6.6,Geometry,PASS
2025-01-30 18:34:00,P001899,18.0,None,PASS
2025-02-07 11:25:00,P001900,14.9,Surface,PASS
2025-01-17 19:16:00,P001901,19.0,Surface,PASS
2025-01-20 15:27:00,P001901,16.4,Surface,PASS
2025-01-30 05:44:00,P001902,13.4,Surface,PASS
2025-02-01 06:57:00,P001902,14.7,None,PASS
2025-01-11 05:07:00,P001903,19.0,Surface,PASS
2025-02-03 15:00:00,P001903,34.9,Dimension,FAIL
2025-01-18 12:47:00,P001904,26.0,Dimension,FAIL
2025-02-02 11:31:00,P001905,47.3,Dimension,FAIL
2025-01-14 07:42:00,P001905,56.2,Dimension,FAIL
2025-02-02 11:10:00,P001906,25.3,Surface,PASS
2025-01-21 12:57:00,P001906,10.4,Geometry,PASS
2025-02-02 19:39:00,P001907,6.2,Geometry,PASS
2025-02-11 13:38:00,P001908,17.3,Geometry,PASS
2025-01-27 11:11:00,P001908,28.6,Geometry,PASS
2025-02-14 00:21:00,P001909,15.0,None,PASS
2025-01-15 09:02:00,P001910,10.0,None,PASS
2025-01-25 17:42:00,P001910,7.2,Geometry,PASS
2025-02-05 18:09:00,P001911,,Geometry,PASS
2025-01-24 06:06:00,P001912,2.0,None,PASS
2025-02-07 07:15:00,P001912,33.9,Geometry,PASS
2025-02-01 22:20:00,P001913,22.7,Geometry,PASS
2025-01-30 05:55:00,P001913,19.6,Geometry,PASS
2025-02-13 00:29:00,P001914,12.7,Geometry,PASS
2025-01-14 11:14:00,P001914,,Geometry,PASS
2025-01-26 05:48:00,P001915,74.3,Dimension,FAIL
2025-02-14 02:45:00,P001915,1.1,Surface,PASS
2025-01-23 09:13:00,P001916,25.7,Surface,PASS
2025-02-12 09:19:00,P001917,16.9,None,PASS
2025-02-10 04:14:00,P001918,2.9,Surface,PASS
2025-01-21 16:26:00,P001918,11.2,None,PASS
2025-01-19 08:02:00,P001919,14.6,Geometry,PASS
2025-01-22 11:49:00,P001919,14.7,Surface,PASS
2025-01-17 03:02:00,P001920,91.2,Dimension,FAIL
2025-01-17 05:56:00,P001920,21.3,Geometry,PASS
2025-01-17 00:26:00,P001921,11.6,Surface,PASS
2025-01-19 07:32:00,P001921,9.9,None,PASS
2025-02-11 13:34:00,P001922,20.2,Geometry,PASS
2025-02-09 23:56:00,P001923,17.0,Geometry,PASS
2025-01-18 16:12:00,P001924,14.0,Surface,PASS
2025-02-08 12:10:00,P001924,38.7,Dimension,FAIL
2025-01-29 02:25:00,P001925,11.5,Surface,PASS
2025-01-16 08:53:00,P001926,13.6,None,PASS
2025-01-12 10:15:00,P001927,0.2,Surface,PASS
2025-02-11 18:15:00,P001928,0.7,Geometry,PASS
2025-02-08 11:21:00,P001929,37.2,None,PASS
2025-02-07 00:58:00,P001929,4.8,None,PASS
2025-02-09 01:59:00,P001930,9.5,None,PASS
2025-01-26 14:01:00,P001931,36.4,Dimension,FAIL
2025-01-18 03:16:00,P001931,8.6,None,PASS
2025-01-17 21:49:00,P001932,7.4,Surface,PASS
2025-02-03 21:42:00,P001932,45.4,Dimension,FAIL
2025-01-21 18:33:00,P001933,27.6,Surface,PASS
2025-01-11 22:04:00,P001933,0.3,Geometry,PASS
2025-01-27 20:50:00,P001934,0.2,Geometry,PASS
2025-01-25 07:36:00,P001935,43.2,Surface,PASS
2025-01-26 08:55:00,P001936,62.0,Geometry,PASS
2025-02-08 02:37:00,P001937,10.2,Surface,PASS
2025-01-15 23:47:00,P001938,32.5,Surface,PASS
2025-01-24 10:59:00,P001938,16.1,None,PASS
2025-02-10 04:15:00,P001939,15.0,Surface,PASS
2025-01-15 22:47:00,P001939,17.6,Geometry,PASS
2025-01-17 14:47:00,P001940,45.5,Surface,PASS
2025-01-20 16:04:00,P001941,4.7,Geometry,PASS
2025-01-24 02:53:00,P001942,22.2,None,PASS
2025-01-25 08:27:00,P001942,1.0,Geometry,PASS
2025-01-23 17:09:00,P001943,,Geometry,PASS
2025-01-16 06:48:00,P001943,12.2,Surface,PASS
2025-02-12 20:44:00,P001944,24.1,None,PASS
2025-01-20 09:51:00,P001945,17.2,None,PASS
2025-02-05 15:49:00,P001945,12.5,Geometry,PASS
2025-01-28 20:07:00,P001946,20.9,Geometry,PASS
2025-02-13 10:45:00,P001947,6.8,Surface,PASS
2025-02-12 21:36:00,P001948,11.4,Geometry,PASS
2025-02-05 07:08:00,P001948,17.0,None,PASS
2025-01-31 05:42:00,P001949,,None,PASS
2025-02-07 11:50:00,P001950,,Geometry,PASS
2025-01-10 13:09:00,P001951,43.1,None,PASS
2025-02-02 02:40:00,P001952,26.2,Surface,PASS
2025-02-11 12:50:00,P001952,29.3,Geometry,PASS
2025-01-14 16:23:00,P001953,37.7,Dimension,FAIL
2025-01-31 16:39:00,P001954,,Geometry,PASS
2025-02-02 23:05:00,P001955,7.9,Geometry,PASS
2025-01-15 07:51:00,P001955,28.0,Surface,PASS
2025-01-24 10:42:00,P001956,10.9,Surface,PASS
2025-01-18 17:20:00,P001956,6.3,Surface,PASS
2025-02-03 07:29:00,P001957,12.5,Geometry,PASS
2025-02-01 11:04:00,P001957,1.5,Surface,PASS
2025-01-25 11:08:00,P001958,10.6,Surface,PASS
2025-02-10 01:32:00,P001958,25.5,Geometry,PASS
2025-01-19 15:09:00,P001959,26.1,None,PASS
2025-02-05 08:03:00,P001959,12.7,Surface,PASS
2025-01-22 07:49:00,P001960,7.8,Geometry,PASS
2025-01-16 22:55:00,P001960,18.6,Geometry,PASS
2025-02-09 07:59:00,P001961,2.2,Surface,PASS
2025-01-22 07:43:00,P001962,8.1,None,PASS
2025-02-04 06:02:00,P001963,2.8,None,PASS
2025-01-23 12:25:00,P001963,7.3,Geometry,PASS
2025-01-23 15:10:00,P001964,1.3,None,PASS
2025-02-12 04:15:00,P001965,38.1,Geometry,PASS
2025-02-04 07:38:00,P001965,9.0,Surface,PASS
2025-01-13 08:37:00,P001966,3.6,Geometry,PASS
2025-02-08 12:51:00,P001967,14.2,Geometry,PASS
2025-02-01 18:54:00,P001967,32.7,Geometry,PASS
2025-01-27 09:22:00,P001968,6.1,Geometry,PASS
2025-01-16 10:36:00,P001968,9.2,Surface,PASS
2025-02-06 12:09:00,P001969,13.9,Geometry,PASS
2025-01-27 20:54:00,P001969,7.8,Surface,PASS
2025-01-17 03:50:00,P001970,21.4,None,PASS
2025-01-24 07:09:00,P001970,14.9,Geometry,PASS
2025-02-03 09:19:00,P001971,40.6,None,PASS
2025-01-20 22:35:00,P001971,14.9,None,PASS
2025-01-27 23:01:00,P001972,28.7,None,PASS
2025-02-09 17:50:00,P001973,8.9,Geometry,PASS
2025-02-07 22:46:00,P001974,7.5,Surface,PASS
2025-02-14 00:10:00,P001975,12.0,None,PASS
2025-01-23 06:11:00,P001975,17.5,None,PASS
2025-01-26 19:16:00,P001976,,Geometry,PASS
2025-02-04 01:43:00,P001976,20.6,Surface,PASS
2025-02-13 13:39:00,P001977,12.1,Surface,PASS
2025-01-22 07:39:00,P001977,61.6,Dimension,FAIL
2025-01-18 01:49:00,P001978,17.0,Geometry,PASS
2025-02-13 10:16:00,P001978,15.4,Geometry,PASS
2025-01-16 12:42:00,P001979,11.0,Geometry,PASS
2025-01-19 15:08:00,P001980,4.9,Geometry,PASS
2025-01-18 23:34:00,P001980,32.9,Dimension,FAIL
2025-01-11 13:20:00,P001981,27.8,Geometry,PASS
2025-02-06 02:16:00,P001981,14.2,Geometry,PASS
2025-02-01 20:11:00,P001982,19.5,Geometry,PASS
2025-01-22 17:38:00,P001983,9.5,None,PASS
2025-01-11 23:13:00,P001984,29.6,Geometry,PASS
2025-01-22 10:53:00,P001984,18.7,Surface,PASS
2025-01-22 14:25:00,P001985,10.2,Geometry,PASS
2025-01-31 02:01:00,P001985,7.8,Surface,PASS
2025-01-28 23:03:00,P001986,3.5,Surface,PASS
2025-01-21 23:00:00,P001986,6.3,Geometry,PASS
2025-02-08 17:18:00,P001987,6.1,Geometry,PASS
2025-01-26 23:48:00,P001987,11.6,Surface,PASS
2025-01-15 20:38:00,P001988,28.8,Surface,PASS
2025-01-26 09:52:00,P001989,35.9,Dimension,FAIL
2025-01-17 12:12:00,P001990,4.8,None,PASS
2025-02-12 14:26:00,P001990,37.8,Dimension,FAIL
2025-02-12 19:14:00,P001991,27.5,Surface,PASS
2025-02-07 14:23:00,P001992,2.1,Geometry,PASS
2025-02-02 21:31:00,P001993,9.0,Geometry,PASS
2025-01-28 02:55:00,P001993,44.8,None,PASS
2025-02-05 22:17:00,P001994,41.0,Dimension,FAIL
2025-01-23 15:18:00,P001995,7.5,None,PASS
2025-01-31 22:40:00,P001996,0.0,Geometry,PASS
2025-01-16 16:23:00,P001996,57.6,None,PASS
2025-01-30 06:47:00,P001997,15.1,Geometry,PASS
2025-02-09 20:15:00,P001998,30.4,Geometry,PASS
2025-02-09 13:17:00,P001999,3.5,Surface,PASS
2025-01-22 23:39:00,P001999,7.3,None,PASS
2025-02-07 12:38:00,P002000,60.3,Surface,PASS
2025-01-15 16:54:00,P002001,46.1,None,PASS
2025-01-17 12:33:00,P002002,12.7,Surface,PASS
2025-01-21 03:20:00,P002002,23.8,None,PASS
2025-02-03 11:17:00,P002003,20.9,None,PASS
2025-02-13 11:35:00,P002003,52.6,None,PASS
2025-01-14 18:38:00,P002004,25.0,None,PASS
2025-01-26 04:55:00,P002004,64.6,None,PASS
2025-01-20 10:00:00,P002005,1.5,Surface,PASS
2025-02-12 06:21:00,P002006,50.0,Dimension,FAIL
2025-01-16 07:47:00,P002006,31.7,Dimension,FAIL
2025-02-04 04:03:00,P002007,10.8,None,PASS
2025-02-08 07:50:00,P002008,27.5,None,PASS
2025-02-14 07:47:00,P002009,29.6,Geometry,PASS
2025-01-14 02:16:00,P002010,7.5,Geometry,PASS
2025-02-08 03:38:00,P002011,3.7,None,PASS
2025-02-02 11:51:00,P002012,15.3,None,PASS
2025-02-11 19:44:00,P002012,6.3,None,PASS
2025-01-11 04:05:00,P002013,3.1,Geometry,PASS
2025-02-13 00:12:00,P002013,,None,PASS
2025-01-30 02:35:00,P002014,0.2,Geometry,PASS
2025-01-21 13:02:00,P002014,5.3,Geometry,PASS
2025-01-22 03:06:00,P002015,20.4,None,PASS
2025-01-15 16:38:00,P002016,23.0,Geometry,PASS
2025-01-26 04:45:00,P002017,23.4,Geometry,PASS
2025-01-29 10:13:00,P002018,22.6,Geometry,PASS
2025-01-25 21:37:00,P002018,6.9,Geometry,PASS
2025-01-28 21:50:00,P002019,42.6,Geometry,PASS
2025-01-17 11:45:00,P002019,36.7,Geometry,PASS
2025-01-18 06:58:00,P002020,0.9,None,PASS
2025-01-12 13:08:00,P002020,12.4,Geometry,PASS
2025-01-26 23:44:00,P002021,10.6,Geometry,PASS
2025-02-08 13:21:00,P002021,1.9,None,PASS
2025-01-14 11:42:00,P002022,47.8,Dimension,FAIL
2025-01-27 11:22:00,P002022,35.9,Dimension,FAIL
2025-01-13 00:55:00,P002023,10.3,Geometry,PASS
2025-01-31 14:26:00,P002024,8.7,Surface,PASS
2025-02-04 11:05:00,P002024,29.7,Dimension,FAIL
2025-02-04 12:28:00,P002025,29.8,None,PASS
2025-01-16 05:09:00,P002025,7.7,Surface,PASS
2025-02-04 15:35:00,P002026,5.7,Surface,PASS
2025-01-20 09:42:00,P002026,15.9,None,PASS
2025-01-21 11:32:00,P002027,1.8,None,PASS
2025-01-18 22:19:00,P002027,21.8,Geometry,PASS
2025-02-08 18:53:00,P002028,1.6,Surface,PASS
2025-01-23 18:03:00,P002029,4.0,None,PASS
2025-01-22 08:37:00,P002030,48.7,Geometry,PASS
2025-01-11 00:20:00,P002030,17.5,Geometry,PASS
2025-02-05 09:14:00,P002031,19.2,None,PASS
2025-01-16 05:39:00,P002032,26.9,Geometry,PASS
2025-02-09 10:21:00,P002032,18.2,Geometry,PASS
2025-01-24 01:04:00,P002033,12.4,Geometry,PASS
2025-01-18 19:19:00,P002033,13.9,Geometry,PASS
2025-01-10 09:35:00,P002034,8.2,Geometry,PASS
2025-01-14 01:36:00,P002035,6.7,Geometry,PASS
2025-02-11 20:37:00,P002035,32.1,Geometry,PASS
2025-01-28 05:19:00,P002036,26.4,Surface,PASS
2025-01-12 07:47:00,P002036,13.8,None,PASS
2025-01-11 10:25:00,P002037,15.3,Dimension,FAIL
2025-01-17 17:22:00,P002038,17.4,Surface,PASS
2025-01-11 15:00:00,P002039,56.0,Dimension,FAIL
2025-02-04 00:56:00,P002039,14.5,Geometry,PASS
2025-01-21 11:08:00,P002040,19.0,Geometry,PASS
2025-02-06 10:32:00,P002040,8.8,None,PASS
2025-01-24 11:52:00,P002041,52.6,Dimension,FAIL
2025-01-29 20:28:00,P002042,11.3,None,PASS
2025-01-29 04:05:00,P002042,43.6,None,PASS
2025-01-28 05:29:00,P002043,11.0,Geometry,PASS
2025-02-01 00:33:00,P002044,4.1,Surface,PASS
2025-01-28 23:46:00,P002044,11.9,Geometry,PASS
2025-01-26 18:27:00,P002045,0.8,Surface,PASS
2025-01-31 08:26:00,P002045,,None,PASS
2025-01-28 19:31:00,P002046,20.0,Geometry,PASS
2025-02-12 11:40:00,P002046,7.1,None,PASS
2025-01-27 18:48:00,P002047,40.9,Dimension,FAIL
2025-01-11 13:52:00,P002048,8.4,Surface,PASS
2025-01-15 17:34:00,P002048,4.6,None,PASS
2025-01-24 09:13:00,P002049,31.6,Dimension,FAIL
2025-01-15 08:55:00,P002049,27.6,Dimension,FAIL
2025-01-21 00:33:00,P002050,19.8,Geometry,PASS
2025-01-21 05:31:00,P002051,6.6,Surface,PASS
2025-02-11 09:02:00,P002051,,Geometry,PASS
2025-02-07 08:05:00,P002052,29.3,None,PASS
2025-01-30 22:56:00,P002053,38.8,Dimension,FAIL
2025-01-10 22:49:00,P002054,17.4,Geometry,PASS
2025-02-08 08:29:00,P002054,11.2,Surface,PASS
2025-01-28 16:35:00,P002055,13.5,Geometry,PASS
2025-02-05 02:07:00,P002056,23.0,Geometry,PASS
2025-01-19 04:32:00,P002056,12.3,Geometry,PASS
2025-02-11 02:37:00,P002057,5.6,Surface,PASS
2025-01-24 16:35:00,P002057,0.9,Geometry,PASS
2025-01-13 21:44:00,P002058,2.6,Surface,PASS
2025-01-14 19:05:00,P002059,1.8,None,PASS
2025-01-26 05:30:00,P002059,13.0,Geometry,PASS
2025-01-20 17:36:00,P002060,12.0,Geometry,PASS
2025-01-17 14:58:00,P002060,29.9,Geometry,PASS
2025-01-20 03:37:00,P002061,10.7,None,PASS
2025-02-07 16:54:00,P002062,5.0,None,PASS
2025-01-22 00:56:00,P002063,3.6,Surface,PASS
2025-01-16 11:21:00,P002063,6.2,None,PASS
2025-01-15 19:44:00,P002064,3.2,None,PASS
2025-01-23 01:24:00,P002064,8.2,Geometry,PASS
2025-02-02 02:34:00,P002065,,Surface,PASS
2025-02-08 10:13:00,P002065,3.4,Surface,PASS
2025-01-27 21:49:00,P002066,23.0,Surface,PASS
2025-02-12 05:08:00,P002067,6.8,Geometry,PASS
2025-01-16 15:54:00,P002067,0.7,Surface,PASS
2025-01-18 23:14:00,P002068,13.4,None,PASS
2025-02-02 15:38:00,P002068,97.2,Dimension,FAIL
2025-01-17 22:51:00,P002069,32.1,None,PASS
2025-02-09 11:58:00,P002069,6.0,Surface,PASS
2025-01-22 02:42:00,P002070,7.0,Surface,PASS
2025-01-21 11:40:00,P002070,2.6,Geometry,PASS
2025-01-26 17:47:00,P002071,9.7,Surface,PASS
2025-01-20 16:17:00,P002072,7.5,None,PASS
2025-01-25 18:30:00,P002073,35.2,Dimension,FAIL
2025-01-15 07:38:00,P002073,21.6,None,PASS
2025-01-27 11:28:00,P002074,6.3,Surface,PASS
2025-02-05 12:16:00,P002074,,None,PASS
2025-01-28 02:03:00,P002075,7.0,Geometry,PASS
2025-01-22 13:53:00,P002076,5.6,Surface,PASS
2025-01-23 10:11:00,P002076,9.3,Geometry,PASS
2025-02-05 06:39:00,P002077,21.6,None,PASS
2025-01-28 09:17:00,P002077,43.8,Geometry,PASS
2025-02-01 16:16:00,P002078,5.5,Geometry,PASS
2025-01-29 20:05:00,P002079,10.4,None,PASS
2025-01-13 10:45:00,P002080,17.8,None,PASS
2025-02-05 22:39:00,P002081,10.8,Geometry,PASS
2025-01-20 23:42:00,P002081,22.2,Surface,PASS
2025-02-14 03:53:00,P002082,30.7,Surface,PASS
2025-01-14 16:05:00,P002082,,Geometry,PASS
2025-02-07 12:07:00,P002083,7.1,Geometry,PASS
2025-01-30 21:34:00,P002084,14.2,Geometry,PASS
2025-02-06 21:25:00,P002085,21.3,Geometry,PASS
2025-01-23 22:02:00,P002086,30.8,None,PASS
2025-01-19 13:58:00,P002086,30.2,Surface,PASS
2025-01-30 13:13:00,P002087,0.3,Geometry,PASS
2025-02-10 11:39:00,P002088,42.2,Surface,PASS
2025-01-18 18:11:00,P002088,42.2,Geometry,PASS
2025-02-05 03:28:00,P002089,12.0,Surface,PASS
2025-02-04 01:26:00,P002090,17.4,Surface,PASS
2025-01-20 12:59:00,P002091,24.1,Geometry,PASS
2025-01-27 14:22:00,P002091,31.1,None,PASS
2025-01-31 12:29:00,P002092,3.8,Surface,PASS
2025-01-29 18:42:00,P002092,24.3,None,PASS
2025-01-22 04:21:00,P002093,24.3,None,PASS
2025-02-10 03:32:00,P002093,15.3,None,PASS
2025-01-16 19:04:00,P002094,20.3,Geometry,PASS
2025-01-14 20:45:00,P002095,29.3,Geometry,PASS
2025-01-30 09:15:00,P002096,10.2,Surface,PASS
2025-02-08 16:13:00,P002097,19.4,Geometry,PASS
2025-01-18 03:51:00,P002097,18.2,None,PASS
2025-01-29 02:47:00,P002098,,Surface,PASS
2025-01-23 11:27:00,P002099,11.8,None,PASS
2025-01-21 08:47:00,P002099,14.2,Surface,PASS
2025-01-24 05:50:00,P002100,10.7,Geometry,PASS
2025-02-11 06:51:00,P002101,7.0,Geometry,PASS
2025-01-16 01:13:00,P002102,,Surface,PASS
2025-01-21 21:29:00,P002102,8.2,Geometry,PASS
2025-02-08 13:13:00,P002103,8.0,Geometry,PASS
2025-01-23 13:28:00,P002103,4.3,Surface,PASS
2025-02-10 13:05:00,P002104,,Geometry,PASS
2025-01-10 11:57:00,P002104,21.5,Surface,PASS
2025-02-10 05:27:00,P002105,21.8,None,PASS
2025-02-11 06:04:00,P002106,,Dimension,FAIL
2025-01-28 20:16:00,P002106,54.5,Dimension,FAIL
2025-02-11 14:58:00,P002107,9.8,Surface,PASS
2025-01-24 03:16:00,P002107,21.2,Surface,PASS
2025-02-04 21:42:00,P002108,25.1,Geometry,PASS
2025-02-08 06:35:00,P002109,28.0,Surface,PASS
2025-01-19 12:22:00,P002110,20.6,None,PASS
2025-01-13 17:31:00,P002110,,None,PASS
2025-01-30 05:52:00,P002111,23.4,Geometry,PASS
2025-02-12 02:53:00,P002112,16.3,None,PASS
2025-01-25 04:08:00,P002112,23.9,Geometry,PASS
2025-01-22 17:15:00,P002113,47.1,None,PASS
2025-01-13 02:02:00,P002113,46.5,Geometry,PASS
2025-01-24 23:12:00,P002114,1.7,Surface,PASS
2025-02-12 11:15:00,P002114,7.9,Geometry,PASS
2025-02-09 09:04:00,P002115,5.9,None,PASS
2025-02-07 17:47:00,P002115,,None,PASS
2025-01-10 11:38:00,P002116,10.8,Geometry,PASS
2025-01-18 08:33:00,P002117,25.8,Geometry,PASS
2025-01-16 20:06:00,P002118,7.0,Geometry,PASS
2025-02-07 17:05:00,P002118,8.1,None,PASS
2025-01-27 19:53:00,P002119,2.5,Surface,PASS
2025-01-13 22:42:00,P002120,21.3,Geometry,PASS
2025-01-19 05:07:00,P002120,22.3,Surface,PASS
2025-01-20 10:45:00,P002121,7.3,Geometry,PASS
2025-01-18 15:31:00,P002122,36.1,Surface,PASS
2025-02-12 19:38:00,P002123,,Surface,PASS
2025-02-05 02:03:00,P002123,0.5,Geometry,PASS
2025-01-13 06:56:00,P002124,14.5,Surface,PASS
2025-01-11 20:33:00,P002124,4.3,None,PASS
2025-01-16 23:36:00,P002125,0.9,Geometry,PASS
2025-01-22 20:10:00,P002126,12.9,None,PASS
2025-01-21 13:23:00,P002126,5.9,Geometry,PASS
2025-02-01 12:48:00,P002127,5.2,None,PASS
