part_id,material,volume_mm3,surface_area_mm2,tolerance_um,complexity_idx,rev,created_at
P001219,ABS,18927.0,799.0,81.0,0.289,1,2025-01-30
P001220,Brass,12685.0,583.0,63.0,0.318,1,2025-01-06
P001221,ABS,36714.0,1221.0,79.0,0.08,1,2025-01-13
P001222,ABS,9421.0,501.0,79.0,0.091,1,2025-01-02
P001223,Steel,14555.0,684.0,25.0,0.5,1,2025-02-18
P001224,Brass,10635.0,474.0,44.0,0.69,1,2025-01-05
P001225,Aluminum,12922.0,576.0,51.0,0.378,1,2025-01-22
P001226,ABS,7235.0,418.0,82.0,0.671,1,2025-01-22
P001227,Brass,9180.0,500.0,45.0,0.057,1,2025-01-26
P001228,ABS,6796.0,333.0,69.0,0.353,1,2025-01-18
P001229,Aluminum,7627.0,383.0,73.0,0.329,1,2025-02-03
P001230,Steel,15324.0,568.0,53.0,0.76,1,2025-01-03
P001231,Titanium,15465.0,567.0,33.0,0.788,1,2025-01-19
P001232,ABS,14255.0,666.0,70.0,0.205,1,2025-02-22
P001233,Aluminum,11802.0,545.0,67.0,0.355,1,2025-02-20
P001234,Steel,7612.0,413.0,37.0,0.105,1,2025-01-28
P001235,Brass,13823.0,544.0,55.0,0.183,1,2025-01-01
P001236,Brass,7280.0,424.0,46.0,0.477,1,2025-02-07
P001237,Steel,5824.0,330.0,40.0,0.47,1,2025-02-07
P001238,Aluminum,21763.0,837.0,67.0,0.193,1,2025-02-16
P001239,Aluminum,13969.0,650.0,56.0,0.644,1,2025-02-13
P001240,Aluminum,11849.0,590.0,74.0,0.673,1,2025-01-04
P001241,Aluminum,32136.0,1128.0,46.0,0.665,1,2025-02-24
P001242,Aluminum,11213.0,496.0,42.0,0.766,1,2025-03-01
P001243,ABS,26732.0,997.0,72.0,0.241,1,2025-01-01
P001244,ABS,7361.0,392.0,73.0,0.289,1,2025-02-13
P001245,Steel,5691.0,306.0,27.0,0.835,1,2025-01-17
P001246,Brass,6332.0,383.0,33.0,0.431,1,2025-01-29
P001247,Aluminum,18664.0,643.0,49.0,0.094,1,2025-02-21
P001248,Aluminum,17136.0,632.0,72.0,0.124,1,2025-01-28
P001249,ABS,11244.0,,87.0,0.252,1,2025-01-07
P001250,Steel,5248.0,313.0,30.0,0.624,1,2025-02-04
P001251,Aluminum,8059.0,399.0,63.0,0.236,1,2025-01-14
P001252,Titanium,17398.0,653.0,15.0,0.336,1,2025-01-08
P001253,ABS,14804.0,602.0,61.0,0.471,1,2025-01-15
P001254,ABS,7361.0,423.0,76.0,0.539,1,2025-02-01
P001255,Steel,12859.0,622.0,26.0,0.52,1,2025-02-18
P001256,ABS,44067.0,1367.0,70.0,0.194,1,2025-01-08
P001257,Aluminum,10768.0,510.0,73.0,0.52,1,2025-01-24
P001258,Steel,5522.0,356.0,31.0,0.345,1,2025-01-01
P001259,ABS,11509.0,490.0,91.0,0.212,1,2025-01-05
P001260,ABS,15617.0,703.0,81.0,0.384,1,2025-02-16
P001261,Steel,28066.0,870.0,43.0,0.236,1,2025-01-26
P001262,Aluminum,13359.0,640.0,53.0,0.2,1,2025-02-22
P001263,Steel,6385.0,355.0,34.0,0.203,1,2025-01-13
P001264,Titanium,10776.0,447.0,19.0,0.418,1,2025-02-15
P001265,Titanium,22708.0,811.0,15.0,0.248,1,2025-01-16
P001266,Brass,8578.0,481.0,55.0,0.303,1,2025-01-21
P001267,Aluminum,22539.0,816.0,63.0,0.219,1,2025-01-23
P001268,Aluminum,6061.0,378.0,55.0,0.168,1,2025-02-03
P001269,Aluminum,12224.0,519.0,89.0,0.399,1,2025-02-22
P001270,Brass,11911.0,477.0,35.0,0.649,1,2025-02-25
P001271,Aluminum,6982.0,401.0,94.0,0.236,1,2025-02-11
P001272,Aluminum,13289.0,595.0,68.0,0.358,1,2025-02-22
P001273,Aluminum,19533.0,800.0,70.0,0.657,1,2025-01-23
P001274,ABS,10204.0,450.0,90.0,0.658,1,2025-01-30
P001275,Steel,9283.0,463.0,24.0,0.713,1,2025-01-21
P001276,Brass,15617.0,673.0,49.0,0.527,1,2025-01-28
P001277,Aluminum,21006.0,817.0,35.0,0.806,1,2025-02-01
P001278,Aluminum,22340.0,801.0,64.0,0.101,1,2025-02-24
P001279,,10701.0,443.0,47.0,0.206,1,2025-01-25
P001280,Aluminum,9493.0,514.0,61.0,0.658,1,2025-01-13
P001281,ABS,20701.0,691.0,90.0,0.529,1,2025-01-04
P001282,ABS,19899.0,751.0,62.0,0.759,1,2025-02-11
P001283,Aluminum,34613.0,1147.0,36.0,0.411,1,2025-02-15
P001284,Aluminum,12841.0,565.0,45.0,0.461,1,2025-01-12
P001285,ABS,15224.0,655.0,69.0,0.107,1,2025-02-24
P001286,Aluminum,11391.0,544.0,52.0,0.31,1,2025-01-21
P001287,Titanium,9105.0,427.0,27.0,0.399,1,2025-01-11
P001288,Aluminum,61410.0,1485.0,56.0,0.607,1,2025-01-01
P001289,Aluminum,15193.0,699.0,55.0,0.655,1,2025-02-19
P001290,ABS,9732.0,514.0,48.0,0.48,1,2025-02-27
P001291,Aluminum,12681.0,539.0,57.0,0.609,1,2025-02-04
P001292,Titanium,12954.0,617.0,40.0,0.5,1,2025-02-19
P001293,Steel,7940.0,454.0,60.0,0.12,1,2025-01-04
P001294,Aluminum,5249.0,330.0,47.0,0.263,1,2025-01-29
P001295,Aluminum,7747.0,398.0,72.0,0.297,1,2025-02-23
P001296,Steel,8509.0,390.0,46.0,0.269,1,2025-02-20
P001297,,14323.0,623.0,63.0,0.522,1,2025-02-09
P001298,Aluminum,14928.0,586.0,78.0,0.578,1,2025-01-03
P001299,Steel,3379.0,226.0,67.0,0.366,1,2025-01-01
P001300,ABS,5942.0,353.0,73.0,0.057,1,2025-02-01
P001301,ABS,6798.0,375.0,85.0,0.624,1,2025-01-27
P001302,ABS,28796.0,911.0,58.0,0.31,1,2025-02-16
P001303,Steel,15743.0,705.0,29.0,0.553,1,2025-02-28
P001304,Steel,9191.0,503.0,37.0,0.378,1,2025-02-10
P001305,Brass,9978.0,457.0,31.0,0.54,1,2025-01-03
P001306,Titanium,10786.0,556.0,40.0,0.608,1,2025-02-25
P001307,Steel,4970.0,306.0,15.0,0.353,1,2025-02-22
P001308,Titanium,21479.0,705.0,38.0,0.214,1,2025-02-09
P001309,Aluminum,17385.0,607.0,56.0,0.23,1,2025-02-27
P001310,Brass,13402.0,575.0,41.0,0.783,1,2025-02-01
P001311,Titanium,12252.0,538.0,34.0,0.329,1,2025-01-24
P001312,ABS,10284.0,520.0,78.0,0.377,1,2025-01-19
P001313,ABS,9397.0,474.0,85.0,0.284,1,2025-02-25
P001314,Aluminum,5544.0,292.0,38.0,0.644,1,2025-01-25
P001315,Brass,16915.0,648.0,48.0,0.699,1,2025-02-23
P001316,ABS,6738.0,361.0,67.0,0.25,1,2025-01-21
P001317,ABS,11897.0,591.0,84.0,0.802,1,2025-01-26
P001318,ABS,9630.0,488.0,79.0,0.351,1,2025-02-06
P001319,Aluminum,9516.0,462.0,67.0,0.228,1,2025-02-12
P001320,Brass,15372.0,622.0,36.0,0.579,1,2025-02-17
P001321,Steel,10880.0,468.0,45.0,0.617,1,2025-02-17
P001322,ABS,6826.0,412.0,44.0,0.455,1,2025-01-10
P001323,Aluminum,17287.0,655.0,48.0,0.44,1,2025-01-14
P001324,ABS,25137.0,939.0,106.0,0.341,1,2025-02-16
P001325,Aluminum,13310.0,610.0,51.0,0.102,1,2025-02-22
P001326,ABS,14352.0,591.0,86.0,0.316,1,2025-01-28
P001327,Aluminum,10622.0,495.0,70.0,0.074,1,2025-01-15
P001328,Aluminum,29442.0,929.0,31.0,0.245,1,2025-01-14
P001329,Aluminum,15359.0,664.0,55.0,0.031,1,2025-02-04
P001330,Steel,7666.0,434.0,35.0,0.442,1,2025-02-20
P001331,Brass,22070.0,749.0,39.0,0.377,1,2025-02-15
P001332,Aluminum,34776.0,991.0,50.0,0.878,1,2025-01-18
P001333,Steel,14541.0,586.0,58.0,0.222,1,2025-02-21
P001334,Aluminum,6974.0,399.0,35.0,0.745,1,2025-02-20
P001335,Steel,4603.0,279.0,33.0,0.315,1,2025-02-07
P001336,Steel,6992.0,341.0,50.0,0.976,1,2025-01-30
P001337,Aluminum,41948.0,1092.0,66.0,0.346,1,2025-02-21
P001338,Steel,7667.0,365.0,31.0,0.405,1,2025-01-05
P001339,Steel,5995.0,371.0,38.0,0.689,1,2025-01-15
P001340,Aluminum,11260.0,530.0,52.0,0.418,1,2025-02-10
P001341,ABS,17621.0,768.0,81.0,0.236,1,2025-02-03
P001342,Aluminum,10514.0,539.0,72.0,0.305,1,2025-01-08
P001343,Titanium,10088.0,512.0,27.0,0.525,1,2025-02-11
P001344,Aluminum,13938.0,637.0,58.0,0.603,1,2025-02-16
P001345,Titanium,24490.0,814.0,49.0,0.417,1,2025-02-03
P001346,Aluminum,15724.0,602.0,61.0,0.273,1,2025-02-02
P001347,Titanium,9286.0,468.0,25.0,0.335,1,2025-01-29
P001348,Aluminum,9558.0,480.0,54.0,0.02,1,2025-02-21
P001349,Aluminum,13711.0,567.0,41.0,0.345,1,2025-02-28
P001350,Aluminum,6733.0,345.0,50.0,0.322,1,2025-01-20
P001351,ABS,13751.0,519.0,89.0,0.473,1,2025-01-20
P001352,Aluminum,26426.0,1006.0,41.0,0.553,1,2025-01-02
P001353,Aluminum,10766.0,469.0,36.0,0.276,1,2025-03-01
P001354,ABS,9801.0,516.0,80.0,0.144,1,2025-01-20
P001355,Aluminum,15223.0,673.0,57.0,0.622,1,2025-01-03
P001356,Steel,7566.0,411.0,59.0,0.554,1,2025-02-10
P001357,Steel,25938.0,855.0,41.0,0.547,1,2025-02-12
P001358,Aluminum,21759.0,867.0,57.0,0.119,1,2025-01-14
P001359,Titanium,19497.0,656.0,23.0,0.163,1,2025-01-25
P001360,Steel,13443.0,550.0,15.0,0.34,1,2025-01-08
P001361,Steel,13798.0,603.0,30.0,0.162,1,2025-01-08
P001362,ABS,16008.0,618.0,72.0,0.646,1,2025-02-17
P001363,Brass,6561.0,378.0,34.0,0.489,1,2025-01-17
P001364,Aluminum,8975.0,400.0,69.0,0.343,1,2025-01-28
P001365,Aluminum,10187.0,486.0,51.0,0.499,1,2025-01-04
P001366,Titanium,22295.0,886.0,21.0,0.798,1,2025-01-20
P001367,,36033.0,,60.0,0.454,1,2025-01-04
P001368,Steel,11743.0,483.0,40.0,0.665,1,2025-02-02
P001369,Steel,13917.0,562.0,47.0,0.139,1,2025-01-19
P001370,,13768.0,606.0,48.0,0.602,1,2025-02-24
P001371,Steel,9006.0,395.0,21.0,0.159,1,2025-01-09
P001372,ABS,9063.0,430.0,69.0,0.329,1,2025-01-02
P001373,Steel,12961.0,604.0,54.0,0.415,1,2025-02-12
P001374,Aluminum,23510.0,744.0,77.0,0.449,1,2025-01-13
P001375,,6024.0,334.0,36.0,0.445,1,2025-02-17
P001376,Brass,19552.0,756.0,51.0,0.285,1,2025-01-13
P001377,Steel,6462.0,371.0,34.0,0.326,1,2025-02-04
P001378,Steel,18872.0,661.0,25.0,0.258,1,2025-01-10
P001379,Aluminum,10938.0,502.0,59.0,0.403,1,2025-02-17
P001380,ABS,6610.0,336.0,57.0,0.492,1,2025-01-14
P001381,Steel,5493.0,326.0,15.0,0.428,1,2025-02-04
P001382,Steel,10360.0,478.0,30.0,0.616,1,2025-02-27
P001383,Steel,19651.0,659.0,55.0,0.224,1,2025-01-08
P001384,Steel,8284.0,411.0,46.0,0.368,1,2025-02-13
P001385,Steel,12934.0,519.0,27.0,0.507,1,2025-02-15
P001386,Steel,7360.0,360.0,36.0,0.401,1,2025-02-17
P001387,Steel,7122.0,375.0,18.0,0.789,1,2025-01-20
P001388,Aluminum,9256.0,443.0,74.0,0.543,1,2025-02-22
P001389,Aluminum,6577.0,368.0,66.0,0.19,1,2025-01-28
P001390,Steel,13062.0,580.0,53.0,0.699,1,2025-01-17
P001391,Brass,4949.0,332.0,40.0,0.511,1,2025-02-24
P001392,Steel,27540.0,874.0,24.0,0.818,1,2025-01-07
P001393,Steel,8763.0,457.0,42.0,0.328,1,2025-02-11
P001394,Brass,8116.0,452.0,36.0,0.339,1,2025-01-28
P001395,Brass,20640.0,732.0,32.0,0.336,1,2025-02-09
P001396,ABS,9595.0,479.0,78.0,0.528,1,2025-02-04
P001397,ABS,21604.0,847.0,97.0,0.861,1,2025-01-31
P001398,ABS,7259.0,396.0,77.0,0.224,1,2025-01-05
P001399,Aluminum,7555.0,420.0,53.0,0.376,1,2025-02-10
P001400,Aluminum,7686.0,374.0,86.0,0.184,1,2025-01-15
P001401,Aluminum,29293.0,1042.0,47.0,0.28,1,2025-02-26
P001402,Aluminum,4579.0,283.0,29.0,0.334,1,2025-01-06
P001403,ABS,12733.0,553.0,80.0,0.227,1,2025-01-19
P001404,ABS,32186.0,1058.0,56.0,0.307,1,2025-02-02
P001405,Aluminum,8420.0,388.0,55.0,0.091,1,2025-02-14
P001406,Brass,22000.0,745.0,63.0,0.206,1,2025-01-22
P001407,Steel,17591.0,649.0,44.0,0.458,1,2025-02-28
P001408,Steel,16853.0,628.0,28.0,0.358,1,2025-02-01
P001409,Aluminum,12776.0,526.0,39.0,0.382,1,2025-02-03
P001410,Brass,10065.0,492.0,56.0,0.46,1,2025-02-02
P001411,Aluminum,7823.0,434.0,39.0,0.216,1,2025-02-27
P001412,Aluminum,13032.0,620.0,65.0,0.142,1,2025-02-14
P001413,Steel,17245.0,612.0,15.0,0.101,1,2025-02-26
P001414,Steel,10371.0,508.0,20.0,0.682,1,2025-01-31
P001415,Steel,20970.0,802.0,15.0,0.197,1,2025-01-19
P001416,Titanium,18160.0,718.0,43.0,0.751,1,2025-01-25
P001417,Aluminum,14399.0,567.0,71.0,0.149,1,2025-02-05
P001418,ABS,10114.0,423.0,78.0,0.813,1,2025-01-20
P001419,Steel,16646.0,596.0,42.0,0.669,1,2025-01-25
P001420,Brass,13403.0,528.0,40.0,0.166,1,2025-01-14
P001421,ABS,36935.0,1232.0,66.0,0.65,1,2025-01-17
P001422,Brass,13937.0,551.0,30.0,0.162,1,2025-02-10
P001423,Brass,17208.0,603.0,53.0,0.838,1,2025-01-18
P001424,Brass,6020.0,351.0,57.0,0.313,1,2025-01-10
P001425,Aluminum,12871.0,527.0,60.0,0.268,1,2025-01-17
P001426,Steel,29101.0,1085.0,36.0,0.486,1,2025-01-14
P001427,,15299.0,632.0,72.0,0.581,1,2025-01-06
P001428,ABS,20082.0,816.0,69.0,0.287,1,2025-01-09
P001429,Titanium,10335.0,471.0,26.0,0.314,1,2025-01-17
P001430,Steel,9259.0,500.0,42.0,0.542,1,2025-01-03
P001431,Aluminum,13859.0,613.0,20.0,0.245,1,2025-02-20
P001432,ABS,6545.0,367.0,73.0,0.443,1,2025-01-29
P001433,,10160.0,458.0,42.0,0.327,1,2025-02-27
P001434,ABS,40705.0,1343.0,59.0,0.163,1,2025-01-22
P001435,Aluminum,11550.0,467.0,47.0,0.508,1,2025-02-15
P001436,Steel,8821.0,433.0,32.0,0.228,1,2025-02-24
P001437,ABS,25742.0,811.0,62.0,0.197,1,2025-02-10
P001438,Aluminum,15246.0,702.0,66.0,0.797,1,2025-01-10
P001439,Steel,9313.0,434.0,23.0,0.502,1,2025-01-11
P001440,Aluminum,12351.0,585.0,64.0,0.046,1,2025-01-26
P001441,Brass,11253.0,484.0,56.0,0.283,1,2025-01-11
P001442,ABS,8717.0,476.0,73.0,0.27,1,2025-02-02
P001443,ABS,13276.0,541.0,82.0,0.435,1,2025-02-26
P001444,Steel,12852.0,602.0,44.0,0.572,1,2025-01-22
P001445,Titanium,9301.0,401.0,27.0,0.748,1,2025-01-15
P001446,Aluminum,10159.0,527.0,49.0,0.671,1,2025-01-04
P001447,ABS,25898.0,889.0,78.0,0.653,1,2025-02-07
P001448,Aluminum,29324.0,1085.0,51.0,0.501,1,2025-02-14
P001449,ABS,13389.0,613.0,69.0,0.725,1,2025-02-18
P001450,Aluminum,3385.0,245.0,64.0,0.194,1,2025-01-08
P001451,Aluminum,12213.0,542.0,48.0,0.393,1,2025-02-27
P001452,Titanium,5565.0,286.0,24.0,0.647,1,2025-01-09
P001453,Aluminum,9159.0,473.0,58.0,0.253,1,2025-01-26
P001454,Titanium,5143.0,275.0,47.0,0.122,1,2025-01-25
P001455,ABS,32207.0,1058.0,91.0,0.834,1,2025-02-26
P001456,ABS,11773.0,587.0,87.0,0.76,1,2025-02-17
P001457,ABS,26055.0,839.0,65.0,0.719,1,2025-02-16
P001458,Titanium,3705.0,248.0,37.0,0.224,1,2025-01-20
P001459,Aluminum,30692.0,929.0,57.0,0.29,1,2025-02-08
P001460,Titanium,13488.0,616.0,53.0,0.173,1,2025-01-22
P001461,Steel,20302.0,675.0,33.0,0.311,1,2025-01-25
P001462,Aluminum,10712.0,508.0,51.0,0.189,1,2025-01-24
P001463,Titanium,9717.0,510.0,35.0,0.197,1,2025-02-11
P001464,Aluminum,3739.0,253.0,59.0,0.201,1,2025-01-27
P001465,Steel,10117.0,534.0,36.0,0.404,1,2025-01-12
P001466,Brass,3791.0,279.0,51.0,0.115,1,2025-02-07
P001467,Aluminum,9423.0,442.0,58.0,0.398,1,2025-01-15
P001468,ABS,5376.0,336.0,85.0,0.603,1,2025-01-21
P001469,ABS,9750.0,512.0,65.0,0.232,1,2025-02-22
P001470,ABS,37865.0,1280.0,96.0,0.461,1,2025-01-05
P001471,Aluminum,16462.0,666.0,55.0,0.168,1,2025-01-12
P001472,ABS,14875.0,664.0,68.0,0.564,1,2025-02-17
P001473,Brass,14772.0,566.0,40.0,0.193,1,2025-02-21
P001474,Aluminum,10517.0,536.0,68.0,0.436,1,2025-01-02
P001475,Titanium,7463.0,406.0,34.0,0.686,1,2025-01-22
P001476,Titanium,18646.0,710.0,19.0,0.09,1,2025-02-18
P001477,Steel,13466.0,618.0,31.0,0.328,1,2025-02-16
P001478,Titanium,6105.0,372.0,23.0,0.25,1,2025-01-18
P001479,Titanium,24400.0,909.0,26.0,0.507,1,2025-02-22
P001480,Aluminum,28845.0,858.0,64.0,0.276,1,2025-02-27
P001481,ABS,10765.0,482.0,69.0,0.163,1,2025-02-20
P001482,Titanium,19178.0,661.0,26.0,0.739,1,2025-02-19
P001483,Brass,10796.0,465.0,41.0,0.254,1,2025-01-13
P001484,Aluminum,17994.0,740.0,81.0,0.665,1,2025-02-22
P001485,Steel,8334.0,396.0,47.0,0.534,1,2025-02-22
P001486,ABS,7627.0,437.0,70.0,0.473,1,2025-02-01
P001487,Steel,20492.0,824.0,35.0,0.217,1,2025-01-31
P001488,Steel,25532.0,821.0,53.0,0.53,1,2025-01-29
P001489,,15301.0,655.0,56.0,0.429,1,2025-02-07
P001490,Aluminum,18363.0,710.0,50.0,0.619,1,2025-02-06
P001491,Steel,21438.0,872.0,46.0,0.099,1,2025-02-17
P001492,Steel,16084.0,618.0,31.0,0.29,1,2025-01-30
P001493,ABS,73163.0,1954.0,86.0,0.565,1,2025-02-06
P001494,Titanium,24592.0,828.0,18.0,0.235,1,2025-01-04
P001495,Aluminum,10879.0,563.0,62.0,0.599,1,2025-02-21
P001496,Steel,11192.0,522.0,40.0,0.443,1,2025-01-05
P001497,Brass,12702.0,571.0,54.0,0.588,1,2025-01-05
P001498,Brass,15047.0,629.0,35.0,0.471,1,2025-01-24
P001499,Aluminum,7777.0,405.0,65.0,0.343,1,2025-02-14
P001500,ABS,13604.0,634.0,94.0,0.218,1,2025-01-29
P001501,Aluminum,8219.0,388.0,43.0,0.55,1,2025-02-25
P001502,Titanium,9700.0,453.0,21.0,0.702,1,2025-01-22
P001503,Aluminum,25648.0,885.0,42.0,0.214,1,2025-01-14
P001504,ABS,15550.0,639.0,64.0,0.446,1,2025-02-22
P001505,Steel,11602.0,532.0,35.0,0.229,1,2025-01-11
P001506,Steel,20828.0,795.0,37.0,0.108,1,2025-01-24
P001507,Aluminum,17652.0,776.0,66.0,0.9,1,2025-02-03
P001508,Steel,25450.0,994.0,27.0,0.389,1,2025-01-08
P001509,Steel,20041.0,697.0,46.0,0.311,1,2025-01-17
P001510,ABS,6880.0,387.0,76.0,0.214,1,2025-02-23
P001511,Steel,13598.0,563.0,41.0,0.256,1,2025-02-12
P001512,ABS,5501.0,283.0,75.0,0.358,1,2025-02-10
P001513,Steel,27633.0,980.0,32.0,0.283,1,2025-02-11
P001514,ABS,13261.0,627.0,70.0,0.338,1,2025-01-18
P001515,Titanium,9739.0,502.0,42.0,0.152,1,2025-01-03
P001516,Steel,12570.0,569.0,30.0,0.763,1,2025-02-14
P001517,Steel,6969.0,377.0,32.0,0.657,1,2025-01-17
P001518,ABS,13317.0,537.0,70.0,0.215,1,2025-01-29
P001519,Steel,28531.0,1041.0,47.0,0.45,1,2025-01-28
P001520,Steel,9533.0,496.0,37.0,0.146,1,2025-01-04
P001521,Aluminum,13765.0,564.0,55.0,0.767,1,2025-02-22
P001522,Steel,11449.0,561.0,28.0,0.8,1,2025-02-18
P001523,Aluminum,17707.0,642.0,49.0,0.755,1,2025-01-05
P001524,ABS,23258.0,737.0,72.0,0.406,1,2025-02-11
P001525,Brass,3883.0,241.0,48.0,0.58,1,2025-01-25
P001526,Brass,11597.0,471.0,32.0,0.749,1,2025-01-17
P001527,Brass,6739.0,349.0,61.0,0.784,1,2025-02-26
P001528,Aluminum,7444.0,408.0,59.0,0.217,1,2025-01-01
P001529,Aluminum,18505.0,683.0,48.0,0.352,1,2025-01-21
P001530,Aluminum,28016.0,895.0,57.0,0.582,1,2025-01-20
P001531,ABS,8631.0,389.0,87.0,0.509,1,2025-02-14
P001532,Aluminum,19835.0,801.0,45.0,0.567,1,2025-02-05
P001533,Aluminum,5810.0,340.0,62.0,0.58,1,2025-01-28
P001534,Titanium,13610.0,607.0,32.0,0.298,1,2025-02-01
P001535,,14645.0,546.0,41.0,0.358,1,2025-01-03
P001536,Aluminum,7209.0,398.0,50.0,0.5,1,2025-01-04
P001537,Steel,18338.0,762.0,37.0,0.332,1,2025-02-04
P001538,ABS,18699.0,653.0,55.0,0.315,1,2025-02-19
P001539,Steel,9930.0,431.0,33.0,0.19,1,2025-02-28
P001540,Aluminum,8675.0,390.0,57.0,0.306,1,2025-01-31
P001541,,19128.0,752.0,28.0,0.506,1,2025-02-01
P001542,Aluminum,18797.0,734.0,71.0,0.33,1,2025-02-05
P001543,ABS,16072.0,645.0,83.0,0.169,1,2025-01-17
P001544,Titanium,24031.0,855.0,53.0,0.684,1,2025-01-08
P001545,Aluminum,13873.0,629.0,35.0,0.096,1,2025-01-27
P001546,ABS,14140.0,550.0,73.0,0.587,1,2025-01-25
P001547,Brass,9637.0,416.0,35.0,0.539,1,2025-01-11
P001548,ABS,15115.0,602.0,93.0,0.157,1,2025-01-02
P001549,Aluminum,14266.0,616.0,55.0,0.524,1,2025-01-16
P001550,Aluminum,33786.0,1124.0,55.0,0.565,1,2025-01-06
P001551,Steel,22922.0,909.0,56.0,0.23,1,2025-01-13
P001552,Aluminum,9584.0,438.0,54.0,0.245,1,2025-01-18
P001553,Brass,6518.0,394.0,30.0,0.463,1,2025-02-09
P001554,Steel,6669.0,367.0,24.0,0.341,1,2025-02-23
P001555,Steel,11781.0,502.0,42.0,0.285,1,2025-02-04
P001556,ABS,7539.0,375.0,79.0,0.751,1,2025-02-27
P001557,,7510.0,413.0,70.0,0.2,1,2025-02-17
P001558,Steel,8242.0,393.0,16.0,0.309,1,2025-02-28
P001559,Steel,11554.0,464.0,53.0,0.371,1,2025-01-02
P001560,Aluminum,6087.0,302.0,57.0,0.374,1,2025-02-21
P001561,Brass,6115.0,341.0,31.0,0.608,1,2025-02-06
P001562,ABS,16512.0,587.0,64.0,0.631,1,2025-02-12
P001563,Aluminum,10692.0,437.0,51.0,0.57,1,2025-02-02
P001564,Steel,12466.0,554.0,55.0,0.225,1,2025-02-15
P001565,Steel,28366.0,992.0,28.0,0.642,1,2025-01-11
P001566,Titanium,7648.0,433.0,45.0,0.439,1,2025-01-18
P001567,ABS,12029.0,503.0,71.0,0.218,1,2025-01-17
P001568,Titanium,37686.0,1070.0,40.0,0.24,1,2025-01-24
P001569,ABS,30693.0,1069.0,70.0,0.75,1,2025-02-11
P001570,Brass,24510.0,822.0,24.0,0.592,1,2025-01-11
P001571,Steel,5175.0,317.0,31.0,0.213,1,2025-01-06
P001572,Brass,8535.0,453.0,46.0,0.597,1,2025-01-22
P001573,Steel,13010.0,526.0,30.0,0.615,1,2025-01-05
P001574,Brass,6465.0,368.0,37.0,0.424,1,2025-01-18
P001575,ABS,6885.0,339.0,51.0,0.451,1,2025-01-27
P001576,Steel,26419.0,813.0,36.0,0.099,1,2025-02-16
P001577,Aluminum,4349.0,248.0,70.0,0.528,1,2025-01-25
P001578,ABS,7339.0,367.0,85.0,0.399,1,2025-02-07
P001579,ABS,8197.0,428.0,63.0,0.498,1,2025-01-29
P001580,ABS,49569.0,1544.0,82.0,0.11,1,2025-01-18
P001581,Aluminum,11369.0,508.0,37.0,0.096,1,2025-01-28
P001582,Aluminum,8281.0,371.0,74.0,0.553,1,2025-01-13
P001583,ABS,7088.0,423.0,53.0,0.202,1,2025-02-21
P001584,Brass,8657.0,455.0,38.0,0.345,1,2025-01-30
P001585,Aluminum,25037.0,927.0,72.0,0.522,1,2025-02-08
P001586,Brass,10603.0,511.0,54.0,0.317,1,2025-02-14
P001587,Titanium,16190.0,624.0,27.0,0.548,1,2025-01-12
P001588,Aluminum,7725.0,393.0,35.0,0.54,1,2025-02-22
P001589,ABS,24249.0,,71.0,0.457,1,2025-01-18
P001590,Steel,36684.0,1198.0,53.0,0.404,1,2025-01-11
P001591,Aluminum,13534.0,595.0,55.0,0.195,1,2025-02-26
P001592,Aluminum,9256.0,466.0,56.0,0.274,1,2025-01-16
P001593,Steel,5941.0,350.0,33.0,0.78,1,2025-02-10
P001594,Aluminum,16906.0,614.0,48.0,0.571,1,2025-02-02
P001595,ABS,8730.0,454.0,95.0,0.462,1,2025-01-28
P001596,Steel,30904.0,1124.0,29.0,0.346,1,2025-01-01
P001597,Steel,16839.0,686.0,33.0,0.764,1,2025-02-09
P001598,Brass,6215.0,315.0,47.0,0.493,1,2025-02-03
P001599,Titanium,7401.0,375.0,35.0,0.145,1,2025-01-23
P001600,Steel,6791.0,384.0,43.0,0.373,1,2025-01-02
P001601,Steel,18349.0,674.0,39.0,0.182,1,2025-02-12
P001602,ABS,30367.0,897.0,84.0,0.476,1,2025-02-08
P001603,Steel,14781.0,564.0,17.0,0.173,1,2025-02-13
P001604,Brass,8425.0,451.0,37.0,0.36,1,2025-01-12
P001605,Steel,24361.0,958.0,53.0,0.039,1,2025-01-04
P001606,Aluminum,11263.0,499.0,69.0,0.468,1,2025-02-17
P001607,Aluminum,14645.0,629.0,27.0,0.249,1,2025-01-01
P001608,Aluminum,5983.0,322.0,43.0,0.152,1,2025-02-07
P001609,Aluminum,13014.0,506.0,50.0,0.17,1,2025-01-06
P001610,Titanium,15343.0,674.0,39.0,0.491,1,2025-02-11
P001611,ABS,6216.0,305.0,94.0,0.431,1,2025-02-20
P001612,ABS,19254.0,824.0,79.0,0.278,1,2025-02-04
P001613,Titanium,18090.0,791.0,29.0,0.515,1,2025-01-19
P001614,ABS,18161.0,788.0,88.0,0.375,1,2025-03-01
P001615,ABS,1672.0,136.0,83.0,0.781,1,2025-02-24
P001616,Aluminum,33640.0,1079.0,53.0,0.376,1,2025-02-06
P001617,Steel,9624.0,513.0,35.0,0.385,1,2025-01-27
P001618,ABS,11206.0,,52.0,0.411,1,2025-01-11
P001619,Brass,5878.0,333.0,35.0,0.472,1,2025-02-12
P001620,Steel,9789.0,482.0,47.0,0.319,1,2025-01-21
