event_ts,part_id,machine_id,cycle_time_sec,scrap_flag,scrap_reason,energy_kwh,operator_id
2025-01-14 18:42:00,P002487,M003,15.14,False,,0.571,O001
2025-02-01 05:55:00,P002487,M005,16.2,False,,0.603,O009
2025-02-01 07:44:00,P002487,M020,14.77,False,,0.533,O003
2025-01-17 06:05:00,P002487,M011,17.26,False,,0.735,O002
2025-02-02 16:17:00,P002487,M013,18.22,False,,0.71,O003
2025-01-15 05:12:00,P002487,M016,14.35,False,,0.572,O005
2025-01-14 23:48:00,P002487,M010,14.53,False,,0.527,O001
2025-01-31 14:08:00,P002487,M019,15.96,False,,0.67,O006
2025-01-14 16:57:00,P002488,M011,40.87,True,Burr,,O008
2025-02-03 21:10:00,P002488,M004,41.05,True,Burr,2.117,O007
2025-01-23 12:11:00,P002488,M008,37.42,False,,1.625,O006
2025-01-26 13:44:00,P002488,M013,44.94,False,,2.241,O009
2025-01-10 22:27:00,P002488,M005,39.31,False,,1.982,O002
2025-01-24 17:12:00,P002488,M016,37.0,False,,1.929,O005
2025-02-01 16:48:00,P002488,M002,33.61,False,,1.728,O003
2025-01-20 14:53:00,P002488,M012,37.57,True,,1.974,O010
2025-01-27 13:04:00,P002488,M008,35.89,False,,1.64,O009
2025-01-25 01:20:00,P002488,M001,40.82,False,,1.935,O009
2025-01-29 20:23:00,P002488,M008,39.2,True,Surface,2.035,O001
2025-02-05 05:00:00,P002489,M004,21.6,False,,0.906,O004
2025-01-27 21:03:00,P002489,M012,20.5,False,,0.845,O010
2025-01-20 07:56:00,P002489,M015,20.58,False,,0.784,O003
2025-02-07 14:50:00,P002489,M005,18.96,,,0.765,
2025-01-16 22:44:00,P002489,M016,22.67,False,,0.865,O004
2025-01-26 18:51:00,P002489,M004,19.98,False,,0.751,O002
2025-01-15 00:14:00,P002489,M007,22.92,False,,1.003,O007
2025-01-14 18:33:00,P002489,M017,21.09,,,0.919,O009
2025-02-08 13:19:00,P002489,M014,22.31,False,,0.832,O002
2025-02-06 18:44:00,P002490,M015,24.96,False,,0.963,O005
2025-01-30 21:13:00,P002490,M016,23.04,False,,1.001,O010
2025-01-16 09:39:00,P002490,M010,22.78,False,,1.002,O004
2025-01-30 14:52:00,P002490,M014,23.09,False,,0.858,O003
2025-01-13 21:38:00,P002490,M005,26.22,True,Warp,1.108,O010
2025-02-02 15:14:00,P002490,M003,25.78,False,,0.992,O003
2025-01-24 01:42:00,P002490,M007,26.62,False,,1.142,O001
2025-01-12 01:28:00,P002490,M017,24.8,False,,1.025,O006
2025-01-15 15:00:00,P002490,M010,24.77,False,,0.945,O007
2025-02-03 08:08:00,P002490,M018,23.19,False,,0.972,O008
2025-02-02 15:18:00,P002490,M007,23.91,False,,0.944,O003
2025-01-21 15:52:00,P002491,M012,25.62,False,,1.093,O007
2025-01-28 09:32:00,P002491,M001,22.22,False,,0.888,O001
2025-01-28 14:17:00,P002491,M017,30.29,False,,1.197,O005
2025-02-08 23:57:00,P002491,M007,27.97,True,Burr,1.193,O010
2025-01-29 06:01:00,P002491,M014,31.19,False,,1.167,O001
2025-02-03 03:17:00,P002492,M011,31.01,False,,1.564,O002
2025-01-20 08:51:00,P002492,M002,26.7,False,,1.45,O001
2025-01-31 08:17:00,P002492,M018,26.64,False,,1.497,O008
2025-02-09 02:12:00,P002492,M009,30.7,False,,1.523,O006
2025-01-24 17:36:00,P002492,M019,31.62,False,,1.725,O003
2025-01-22 22:17:00,P002492,M008,27.18,False,,1.38,O001
2025-01-18 18:18:00,P002492,M020,25.6,False,,1.304,O005
2025-01-21 12:27:00,P002492,M019,29.68,False,,1.736,O004
2025-02-06 18:36:00,P002492,M012,26.19,False,,1.312,O002
2025-01-22 17:54:00,P002492,M007,33.66,False,,1.7,O003
2025-01-12 15:41:00,P002492,M011,29.86,False,,1.785,
2025-02-05 17:56:00,P002492,M003,24.77,False,,1.312,O005
2025-01-24 14:44:00,P002493,M010,14.56,True,,0.405,O004
2025-01-22 07:17:00,P002493,M020,13.61,False,,0.424,O009
2025-01-26 11:46:00,P002493,M005,13.06,False,,0.394,O003
2025-02-01 11:22:00,P002493,M009,14.23,False,,0.397,O006
2025-02-06 03:50:00,P002493,M017,13.84,False,,0.453,O010
2025-01-19 01:58:00,P002493,M020,12.84,True,Burr,0.397,O001
2025-02-07 22:29:00,P002493,M019,13.13,False,,0.359,O010
2025-01-24 18:21:00,P002493,M016,14.46,False,,0.405,O004
2025-01-11 18:25:00,P002493,M002,11.8,True,,,O003
2025-01-11 01:55:00,P002493,M019,13.67,False,,0.439,O001
2025-02-06 20:12:00,P002493,M012,12.82,False,,0.348,O003
2025-01-31 15:16:00,P002494,M014,48.87,False,,3.481,O010
2025-01-14 12:21:00,P002494,M002,50.13,False,,3.818,O006
2025-01-24 08:12:00,P002494,M016,43.23,,,2.781,O008
2025-01-15 02:51:00,P002494,M004,40.44,False,,3.04,O009
2025-01-14 11:47:00,P002494,M013,50.28,,,3.364,O002
2025-02-02 09:12:00,P002494,M016,44.08,True,Burr,3.213,O010
2025-01-29 18:35:00,P002494,M015,53.28,True,Dimensional,4.066,O005
2025-01-11 09:11:00,P002494,M008,47.93,False,,3.048,O003
2025-01-17 02:57:00,P002494,M020,53.96,False,,4.096,O005
2025-02-01 16:27:00,P002494,M011,52.22,False,,,O010
2025-01-27 14:20:00,P002494,M012,48.89,False,,3.083,O003
2025-01-18 06:53:00,P002494,M017,39.69,False,,2.747,O001
2025-01-14 18:53:00,P002495,M013,33.97,False,,1.902,O004
2025-02-07 09:01:00,P002495,M017,35.96,False,,2.033,O007
2025-01-16 19:28:00,P002495,M005,38.03,,,2.189,O010
2025-01-28 06:30:00,P002495,M018,45.08,True,Surface,2.675,O008
2025-01-16 22:45:00,P002495,M007,40.55,False,,2.323,O001
2025-01-26 21:59:00,P002496,M002,21.54,False,,0.834,O004
2025-01-19 07:04:00,P002496,M001,22.81,False,,0.992,O004
2025-01-30 23:13:00,P002496,M007,20.84,False,,0.883,O002
2025-01-13 14:54:00,P002496,M014,20.98,False,,0.877,O006
2025-01-14 23:09:00,P002496,M004,25.88,False,,0.96,O003
2025-01-23 09:32:00,P002496,M016,19.44,False,,0.706,O008
2025-02-04 20:19:00,P002496,M013,21.98,False,,0.805,O002
2025-02-08 17:29:00,P002497,M010,31.38,False,,1.609,O004
2025-01-14 10:56:00,P002497,M015,35.52,False,,1.631,O001
2025-01-20 03:24:00,P002497,M003,32.52,False,,1.551,O010
2025-01-26 15:59:00,P002497,M013,33.41,False,,1.577,O001
2025-01-23 06:52:00,P002497,M017,33.71,False,,1.674,O008
2025-01-22 00:01:00,P002497,M006,34.28,False,,1.702,O009
2025-01-17 23:26:00,P002497,M017,31.6,False,,1.627,O002
2025-01-27 01:18:00,P002497,M017,32.98,False,,1.549,O006
2025-01-29 09:40:00,P002497,M012,36.07,True,Surface,1.837,O001
2025-01-26 21:31:00,P002497,M011,37.07,False,,1.858,O006
2025-02-06 04:39:00,P002498,M017,27.23,False,,1.004,O007
2025-02-05 23:15:00,P002498,M008,25.46,False,,1.047,O007
2025-01-30 08:15:00,P002498,M012,30.27,False,,1.201,O009
2025-01-27 03:04:00,P002498,M002,24.9,False,,1.052,O005
2025-01-24 06:30:00,P002498,M001,27.96,False,,1.223,O009
2025-01-13 21:52:00,P002498,M005,26.29,False,,1.101,O002
2025-01-24 20:04:00,P002498,M012,24.58,False,,0.946,O008
2025-02-02 21:13:00,P002498,M013,25.32,False,,0.956,O003
2025-01-15 22:32:00,P002498,M004,28.01,False,,1.211,O010
2025-01-13 03:42:00,P002498,M011,28.35,False,,1.158,O002
2025-01-26 04:26:00,P002499,M004,19.13,False,,0.689,O008
2025-01-15 18:51:00,P002499,M020,15.84,False,,0.615,O002
2025-02-05 05:26:00,P002499,M012,18.84,False,,0.693,O005
2025-01-22 17:42:00,P002499,M012,21.84,False,,0.956,O006
2025-01-10 22:32:00,P002499,M013,16.88,False,,0.736,O007
2025-01-23 03:25:00,P002499,M005,18.45,False,,0.668,O007
2025-01-25 07:28:00,P002499,M012,18.11,False,,0.675,O007
2025-01-19 17:49:00,P002500,M017,29.35,False,,1.079,O010
2025-01-22 03:41:00,P002500,M004,23.1,False,,0.993,O009
2025-01-28 06:03:00,P002500,M001,28.19,False,,1.056,O003
2025-01-30 20:43:00,P002500,M005,25.12,True,Warp,0.915,O003
2025-01-19 10:43:00,P002500,M013,29.08,True,Surface,1.25,O001
2025-01-23 06:19:00,P002500,M014,26.72,False,,0.989,O005
2025-01-27 10:58:00,P002501,M017,20.54,False,,1.04,O010
2025-01-28 07:06:00,P002501,M011,26.5,False,,1.159,O004
2025-01-13 00:49:00,P002501,M012,24.99,False,,1.298,O009
2025-01-26 13:55:00,P002501,M010,25.75,False,,1.308,
2025-01-10 10:20:00,P002501,M011,23.61,False,,1.02,O001
2025-01-20 12:11:00,P002501,M008,25.09,False,,1.153,O010
2025-02-03 13:22:00,P002502,M011,41.3,True,Burr,2.198,O006
2025-01-24 04:47:00,P002502,M010,41.92,True,Dimensional,2.266,O006
2025-02-09 00:47:00,P002502,M012,40.86,False,,2.291,O003
2025-01-24 23:51:00,P002502,M015,40.35,False,,2.182,O002
2025-02-05 17:02:00,P002502,M007,35.94,True,Burr,2.15,O009
2025-01-15 03:21:00,P002502,M016,32.36,False,,1.925,O006
2025-02-03 14:47:00,P002502,M010,40.67,False,,2.25,O010
2025-01-26 13:53:00,P002502,M014,43.87,False,,2.314,O004
2025-01-11 08:30:00,P002502,M011,41.91,False,,2.311,O003
2025-01-14 15:47:00,P002502,M003,43.9,False,,,O002
2025-02-08 10:02:00,P002502,M017,36.45,,,2.194,O004
2025-02-07 17:09:00,P002502,M020,40.41,False,,2.045,O008
2025-02-02 01:38:00,P002503,M014,39.4,False,,1.952,O008
2025-01-29 08:20:00,P002503,M019,36.83,False,,1.718,O003
2025-01-26 12:02:00,P002503,M012,39.67,,,1.751,O009
2025-01-28 13:23:00,P002503,M011,38.63,True,Surface,1.905,O005
2025-01-10 21:59:00,P002503,M003,34.75,False,,1.685,O007
2025-01-22 09:37:00,P002503,M018,32.84,False,,1.609,O007
2025-01-31 09:58:00,P002503,M019,34.35,False,,1.562,O005
2025-02-05 12:14:00,P002503,M011,38.69,False,,1.96,O004
2025-01-19 22:20:00,P002503,M016,38.91,True,Warp,1.739,O009
2025-01-31 00:47:00,P002503,M012,42.21,False,,2.015,O009
2025-02-04 08:19:00,P002503,M019,36.24,True,,1.722,O001
2025-02-04 06:05:00,P002504,M010,39.48,False,,1.991,O008
2025-01-13 03:24:00,P002504,M005,34.03,False,,1.711,O004
2025-01-10 15:35:00,P002504,M006,39.95,True,,2.072,O001
2025-02-01 23:25:00,P002504,M016,32.16,,,1.725,O002
2025-01-28 15:02:00,P002504,M008,34.73,True,Warp,2.099,O002
2025-02-03 17:49:00,P002504,M014,37.48,True,Surface,1.944,O003
2025-01-27 23:50:00,P002504,M005,35.94,False,,2.051,O005
2025-01-25 19:47:00,P002505,M014,29.37,True,Burr,1.459,O010
2025-01-17 09:55:00,P002505,M009,32.05,False,,1.82,O005
2025-02-04 05:18:00,P002505,M017,33.77,True,Burr,1.92,O009
2025-01-23 13:30:00,P002505,M009,30.7,False,,1.551,O004
2025-02-05 08:09:00,P002505,M001,33.01,True,Dimensional,1.802,O007
2025-01-24 17:01:00,P002505,M008,31.46,False,,1.577,O008
2025-01-30 17:10:00,P002505,M017,35.85,False,,2.114,O008
2025-01-12 17:33:00,P002505,M003,34.51,False,,1.755,O009
2025-01-30 07:07:00,P002506,M016,34.74,False,,1.599,O010
2025-02-07 07:20:00,P002506,M002,34.73,True,Warp,1.83,O008
2025-01-26 05:30:00,P002506,M018,33.15,True,Warp,1.645,O002
2025-02-06 15:37:00,P002506,M015,31.5,False,,1.553,O005
2025-01-16 09:10:00,P002506,M008,33.36,False,,1.585,O004
2025-01-22 10:54:00,P002507,M016,20.55,False,,0.781,O001
2025-01-22 19:09:00,P002507,M017,21.01,False,,0.898,O010
2025-02-01 19:37:00,P002507,M010,20.67,False,,0.793,O008
2025-01-16 13:26:00,P002507,M012,21.28,False,,0.826,O009
2025-02-05 06:07:00,P002507,M018,20.19,False,,0.865,O003
2025-01-22 15:28:00,P002507,M019,17.69,False,,0.639,O005
2025-02-07 20:57:00,P002507,M019,21.06,False,,0.791,O001
2025-01-11 04:16:00,P002507,M001,21.47,False,,0.865,O010
2025-02-04 11:37:00,P002507,M009,21.05,False,,0.899,O008
2025-01-21 01:30:00,P002508,M004,22.59,False,,0.879,O010
2025-01-29 02:27:00,P002508,M014,20.05,True,Dimensional,0.774,O002
2025-01-16 14:24:00,P002508,M001,20.57,False,,0.768,O009
2025-01-29 15:11:00,P002508,M013,20.83,False,,0.81,O001
2025-01-29 01:31:00,P002508,M014,20.59,False,,0.77,O001
2025-01-26 23:53:00,P002509,M011,34.82,False,,2.652,O007
2025-01-31 09:50:00,P002509,M014,39.39,False,,2.522,O007
2025-02-04 12:10:00,P002509,M018,42.85,,,3.292,O004
2025-01-22 17:55:00,P002509,M017,42.74,True,Warp,3.131,O006
2025-01-30 07:29:00,P002509,M019,36.14,False,,2.684,O004
2025-02-08 02:28:00,P002509,M003,39.56,False,,3.043,O009
2025-01-21 00:33:00,P002509,M012,46.61,False,,3.256,O008
2025-02-07 22:59:00,P002509,M016,46.57,False,,3.069,O003
2025-01-27 05:28:00,P002510,M013,15.13,False,,0.482,O006
2025-01-10 19:25:00,P002510,M016,15.51,False,,0.448,O002
2025-02-06 09:05:00,P002510,M008,17.0,False,,0.515,O003
2025-01-19 03:48:00,P002510,M008,14.08,False,,0.436,O008
2025-01-30 21:28:00,P002510,M007,15.41,False,,0.501,O007
2025-01-26 02:40:00,P002510,M001,15.3,False,,0.458,O003
2025-01-27 05:48:00,P002510,M013,18.19,False,,0.515,O008
2025-01-19 17:45:00,P002510,M006,17.33,False,,0.506,O007
2025-01-31 10:21:00,P002511,M012,52.73,False,,2.648,O009
2025-02-07 11:04:00,P002511,M013,46.24,True,,2.585,O006
2025-02-03 13:14:00,P002511,M020,41.93,False,,2.357,O005
2025-01-10 18:06:00,P002511,M014,48.3,False,,2.78,O010
2025-01-11 08:26:00,P002511,M007,44.39,True,,2.633,O002
2025-02-04 06:50:00,P002511,M014,41.33,True,Burr,2.345,O007
2025-01-15 21:33:00,P002511,M017,38.23,True,,2.288,O001
2025-01-22 20:23:00,P002511,M019,43.52,False,,2.62,O006
2025-01-28 01:12:00,P002511,M006,44.37,False,,2.502,O002
2025-01-12 16:10:00,P002511,M011,43.73,True,Dimensional,2.206,O001
2025-01-30 10:18:00,P002512,M016,15.16,False,,0.497,O001
2025-02-01 06:56:00,P002512,M012,15.22,False,,0.471,O007
2025-01-13 16:44:00,P002512,M009,14.68,True,Warp,0.415,O008
2025-02-04 06:59:00,P002512,M017,17.32,False,,0.528,O001
2025-02-08 21:32:00,P002512,M015,16.67,False,,0.539,O007
2025-01-15 04:32:00,P002512,M019,14.08,False,,0.384,O007
2025-01-28 17:38:00,P002512,M015,16.74,False,,0.505,O002
2025-02-04 16:20:00,P002512,M012,19.26,False,,0.533,O002
2025-01-19 23:54:00,P002512,M020,15.15,False,,0.486,O002
2025-01-12 16:39:00,P002512,M009,15.94,False,,0.449,O006
2025-01-19 11:27:00,P002512,M004,20.11,False,,0.644,O004
2025-01-16 11:07:00,P002513,M009,12.25,False,,,O008
2025-01-26 08:49:00,P002513,M001,10.91,False,,0.328,O001
2025-02-03 13:12:00,P002513,M018,9.52,False,,0.274,O005
2025-01-25 23:13:00,P002513,M005,10.11,False,,0.288,O001
2025-01-12 14:08:00,P002513,M005,10.46,False,,0.329,O010
2025-01-17 21:56:00,P002513,M017,9.02,False,,0.281,O002
2025-01-14 17:29:00,P002513,M012,10.8,False,,0.295,O006
2025-02-02 09:59:00,P002513,M019,9.87,False,,0.284,O004
2025-01-11 16:57:00,P002514,M004,12.36,False,,0.374,O007
2025-01-18 02:18:00,P002514,M003,12.07,False,,0.361,O010
2025-01-17 06:37:00,P002514,M013,12.69,False,,0.343,O004
2025-01-18 11:58:00,P002514,M018,12.0,False,,0.34,O010
2025-01-11 15:48:00,P002514,M001,13.97,False,,0.378,O007
2025-02-08 16:09:00,P002514,M003,12.66,False,,0.387,O003
2025-01-15 10:59:00,P002514,M017,12.94,False,,0.358,O009
2025-01-21 05:45:00,P002514,M018,12.16,False,,0.372,O004
2025-02-01 12:09:00,P002514,M010,12.79,False,,0.376,O006
2025-01-18 00:56:00,P002515,M013,45.62,False,,2.435,O002
2025-01-19 00:47:00,P002515,M012,45.95,False,,2.777,O009
2025-02-07 19:48:00,P002515,M011,39.61,False,,2.043,O002
2025-01-14 02:36:00,P002515,M010,38.91,True,Dimensional,2.298,O009
2025-01-27 06:23:00,P002515,M018,43.73,,,2.236,O005
2025-01-21 13:07:00,P002515,M012,44.34,False,,2.332,O010
2025-01-15 12:02:00,P002515,M013,42.37,False,,2.563,O010
2025-01-27 01:47:00,P002515,M018,40.93,True,Surface,2.33,O008
2025-02-02 04:36:00,P002515,M006,38.2,True,Burr,2.021,O009
2025-01-25 22:39:00,P002516,M015,11.39,False,,0.364,O003
2025-01-17 02:22:00,P002516,M020,11.89,False,,0.392,O010
2025-01-17 15:02:00,P002516,M019,10.61,False,,0.294,O004
2025-01-10 18:58:00,P002516,M010,10.58,False,,0.334,O005
2025-01-17 20:44:00,P002516,M017,12.24,False,,0.332,O009
2025-02-06 22:18:00,P002516,M016,10.59,False,,0.322,O008
2025-01-10 13:59:00,P002517,M012,21.55,False,,0.935,O001
2025-01-12 02:21:00,P002517,M005,23.25,False,,0.87,O005
2025-01-31 16:44:00,P002517,M016,20.86,True,,0.869,O001
2025-02-02 11:50:00,P002517,M004,23.64,True,,0.898,O009
2025-01-17 04:52:00,P002517,M006,25.04,False,,0.932,O005
2025-01-29 19:53:00,P002517,M015,23.8,False,,0.906,O007
2025-01-10 21:16:00,P002517,M011,20.1,True,Dimensional,0.853,O007
2025-02-07 06:47:00,P002518,M018,33.79,False,,2.031,O006
2025-01-18 02:29:00,P002518,M002,34.8,False,,2.074,O003
2025-01-26 22:38:00,P002518,M011,34.68,False,,1.969,O008
2025-02-01 18:49:00,P002518,M011,33.06,False,,1.963,O008
2025-01-28 09:52:00,P002518,M005,33.55,False,,1.672,O009
2025-02-03 13:06:00,P002518,M008,30.01,False,,1.594,O003
2025-01-18 13:48:00,P002518,M011,35.93,False,,1.913,O005
2025-02-07 22:43:00,P002518,M006,31.47,False,,1.841,O006
2025-01-12 20:09:00,P002519,M014,23.75,False,,1.141,O001
2025-01-17 02:08:00,P002519,M016,30.83,False,,1.371,O008
2025-02-06 07:24:00,P002519,M012,30.58,False,,1.466,O010
2025-01-15 12:35:00,P002519,M002,30.55,False,,1.401,O003
2025-01-13 06:39:00,P002519,M003,32.23,True,,1.61,O005
2025-02-06 16:09:00,P002519,M004,32.01,False,,1.672,O004
2025-01-20 01:30:00,P002519,M018,29.88,False,,1.359,O009
2025-01-23 13:52:00,P002519,M003,27.99,False,,1.347,O006
2025-01-16 16:31:00,P002519,M011,30.13,False,,1.532,O002
2025-02-04 08:43:00,P002519,M019,30.14,True,Warp,1.424,O010
2025-01-31 01:32:00,P002519,M016,26.28,False,,1.307,O008
2025-01-13 22:22:00,P002519,M018,30.52,False,,1.602,O002
2025-01-16 03:46:00,P002520,M009,40.51,False,,2.59,O004
2025-01-21 00:00:00,P002520,M013,34.53,False,,2.54,O006
2025-01-30 09:28:00,P002520,M002,41.18,False,,2.6,O004
2025-01-11 02:52:00,P002520,M013,42.31,False,,3.135,O007
2025-02-01 22:12:00,P002520,M013,36.63,False,,2.696,O002
2025-01-28 13:58:00,P002520,M002,36.35,,,2.761,O009
2025-01-17 04:34:00,P002521,M017,21.01,True,Burr,0.765,O005
2025-01-27 13:46:00,P002521,M001,24.12,False,,0.938,O005
2025-01-28 22:54:00,P002521,M018,23.04,False,,0.876,O001
2025-01-29 01:26:00,P002521,M015,25.43,False,,0.932,O009
2025-02-06 15:40:00,P002521,M018,23.83,False,,0.923,O006
2025-01-23 19:23:00,P002521,M002,22.77,False,,0.893,O006
2025-02-02 20:22:00,P002521,M003,22.69,False,,0.944,O005
2025-01-16 18:31:00,P002521,M001,25.8,False,,1.116,O003
2025-01-24 06:07:00,P002521,M003,25.65,False,,1.038,O005
2025-01-13 17:47:00,P002521,M014,22.4,False,,0.832,O008
2025-01-20 20:16:00,P002521,M013,26.54,False,,1.004,O007
2025-01-13 22:02:00,P002521,M001,20.29,False,,0.885,O004
2025-01-17 10:59:00,P002522,M010,33.48,False,,1.382,O009
2025-01-16 06:20:00,P002522,M001,32.53,False,,1.297,O005
2025-01-21 09:40:00,P002522,M016,28.36,False,,1.092,O002
2025-01-31 00:39:00,P002522,M004,28.15,False,,1.163,O003
2025-01-25 06:55:00,P002522,M017,29.6,True,,1.281,O002
2025-01-26 02:38:00,P002522,M018,30.51,True,Burr,1.334,O005
2025-02-04 04:29:00,P002522,M009,26.92,False,,1.037,O001
2025-01-11 02:09:00,P002523,M006,19.72,False,,0.772,O005
2025-01-24 09:25:00,P002523,M007,22.09,False,,0.93,O009
2025-01-31 13:22:00,P002523,M008,24.01,False,,0.873,O004
2025-01-25 06:42:00,P002523,M019,24.48,False,,1.034,O005
2025-02-08 20:50:00,P002523,M001,19.61,False,,0.778,O008
2025-02-05 08:08:00,P002523,M013,20.18,False,,0.81,O001
2025-01-29 11:30:00,P002523,M017,22.08,True,Warp,0.847,O009
2025-01-25 19:37:00,P002523,M019,21.83,False,,0.931,O006
2025-01-18 04:09:00,P002523,M007,21.71,False,,0.824,O001
2025-01-29 12:15:00,P002524,M019,31.55,False,,1.619,O004
2025-02-01 17:55:00,P002524,M012,29.43,False,,1.616,O008
2025-01-10 11:12:00,P002524,M018,31.52,False,,1.8,O003
2025-02-09 01:08:00,P002524,M010,24.61,True,Burr,1.44,O009
2025-01-10 18:32:00,P002524,M018,27.49,True,Surface,1.6,O004
2025-01-14 19:42:00,P002524,M015,28.34,False,,1.433,O010
2025-01-27 04:57:00,P002524,M002,33.88,True,,1.835,O009
2025-01-28 02:14:00,P002524,M019,32.59,False,,1.899,O006
2025-01-26 21:37:00,P002524,M014,26.84,False,,1.496,O003
2025-01-13 15:11:00,P002524,M020,29.85,False,,1.783,O005
2025-01-13 10:44:00,P002524,M003,24.06,False,,1.451,O002
2025-01-20 06:45:00,P002525,M013,30.54,False,,1.623,O005
2025-01-22 14:02:00,P002525,M011,32.46,False,,1.673,O001
2025-01-11 13:31:00,P002525,M010,31.06,False,,1.728,
2025-01-25 21:37:00,P002525,M014,33.53,True,Dimensional,1.872,O003
2025-01-17 15:37:00,P002525,M001,32.24,False,,1.81,O008
2025-01-15 12:05:00,P002525,M017,32.17,False,,1.733,O002
2025-02-01 11:22:00,P002525,M019,31.6,False,,1.62,O001
2025-01-17 09:24:00,P002525,M011,37.97,False,,2.29,O008
2025-01-18 12:54:00,P002526,M012,29.46,False,,1.556,O005
2025-01-11 10:31:00,P002526,M001,24.86,False,,1.359,O001
2025-02-02 04:33:00,P002526,M020,23.65,False,,1.322,O002
2025-01-20 06:00:00,P002526,M016,25.02,True,Warp,1.246,O010
2025-02-05 00:51:00,P002526,M006,23.36,False,,1.333,O010
2025-01-26 12:15:00,P002526,M017,23.13,True,,1.185,O006
2025-02-01 16:38:00,P002526,M010,27.93,False,,1.57,O004
2025-01-15 07:49:00,P002526,M003,26.38,False,,1.497,O005
2025-02-08 18:37:00,P002526,M012,25.84,False,,1.36,O006
2025-01-17 16:37:00,P002527,M015,47.09,,,2.588,O004
2025-01-24 17:39:00,P002527,M020,48.03,False,,2.588,O010
2025-02-08 20:49:00,P002527,M009,49.35,False,,2.5,O008
2025-02-05 19:48:00,P002527,M015,47.68,True,Surface,2.482,O005
2025-01-13 16:36:00,P002527,M013,48.17,True,Dimensional,2.584,O005
2025-02-02 13:19:00,P002527,M010,48.12,False,,2.905,O006
2025-02-07 20:47:00,P002527,M006,42.43,False,,2.303,O010
2025-02-04 17:33:00,P002527,M006,50.04,False,,2.573,O002
2025-01-11 09:21:00,P002527,M009,41.41,False,,2.392,O004
2025-01-15 10:34:00,P002527,M003,36.43,True,Dimensional,2.145,O006
2025-02-08 18:02:00,P002527,M015,38.62,False,,2.283,O002
2025-01-17 01:44:00,P002527,M010,49.21,False,,2.462,O004
2025-01-17 06:49:00,P002528,M007,16.84,False,,0.664,O005
2025-01-25 17:09:00,P002528,M016,15.95,False,,0.668,O001
2025-02-07 14:15:00,P002528,M004,18.33,False,,0.661,O002
2025-01-20 05:19:00,P002528,M001,17.07,False,,0.693,O009
2025-01-15 05:27:00,P002528,M016,18.74,False,,0.817,O002
2025-01-26 04:15:00,P002528,M005,19.14,False,,0.768,O007
2025-01-14 11:06:00,P002528,M004,17.44,False,,0.735,O009
2025-01-22 23:59:00,P002528,M016,16.96,False,,0.613,O005
2025-01-14 12:10:00,P002528,M005,18.02,False,,0.725,O003
2025-02-05 23:16:00,P002528,M017,18.12,False,,0.664,O006
2025-02-01 04:57:00,P002528,M015,16.5,False,,0.637,O006
2025-01-28 22:14:00,P002529,M001,19.68,False,,0.534,O010
2025-01-14 10:42:00,P002529,M020,20.39,False,,0.609,O004
2025-01-24 16:53:00,P002529,M004,25.05,False,,0.683,O006
2025-02-01 21:56:00,P002529,M015,21.19,False,,0.599,O010
2025-02-07 14:38:00,P002529,M019,18.65,False,,0.574,O005
2025-02-05 19:09:00,P002529,M005,21.28,False,,0.644,O001
2025-01-14 08:07:00,P002529,M016,20.87,False,,0.675,O007
2025-01-12 04:51:00,P002529,M018,22.61,False,,0.619,O004
2025-01-20 18:17:00,P002529,M016,21.41,False,,0.656,O003
2025-02-08 09:07:00,P002530,M004,21.43,,,0.81,O003
2025-01-31 14:12:00,P002530,M012,20.63,False,,0.796,O009
2025-01-20 02:51:00,P002530,M014,19.47,False,,0.787,O010
2025-01-15 10:04:00,P002530,M001,21.67,False,,0.935,O010
2025-01-29 11:48:00,P002530,M007,19.02,False,,0.741,O002
2025-01-27 18:47:00,P002530,M009,17.65,,,0.734,O009
2025-01-25 22:55:00,P002530,M004,17.99,False,,0.735,O009
2025-01-16 06:40:00,P002530,M002,20.54,False,,0.746,O007
2025-01-11 20:35:00,P002530,M009,20.55,False,,0.895,O009
2025-02-06 16:51:00,P002530,M010,19.54,False,,0.727,O003
2025-02-05 10:14:00,P002530,M016,21.04,False,,0.878,O005
2025-01-19 20:01:00,P002531,M006,48.5,False,,3.691,O005
2025-02-07 20:56:00,P002531,M002,45.54,False,,3.346,O007
2025-01-19 13:39:00,P002531,M010,43.54,False,,2.97,O005
2025-01-11 00:11:00,P002531,M006,44.01,False,,3.117,O009
2025-02-01 00:08:00,P002531,M015,37.41,False,,2.809,O001
2025-01-26 20:28:00,P002531,M014,41.89,False,,3.203,O008
2025-01-26 11:24:00,P002531,M016,35.77,False,,2.402,O002
2025-01-30 01:50:00,P002531,M017,40.69,True,Surface,3.119,O010
2025-01-26 23:45:00,P002531,M015,43.09,False,,3.173,O008
2025-01-21 19:29:00,P002531,M002,39.16,False,,2.992,O009
2025-02-04 11:17:00,P002531,M014,40.98,False,,2.985,O009
2025-01-23 13:03:00,P002532,M004,17.06,False,,0.656,O007
2025-02-08 19:08:00,P002532,M016,16.73,False,,0.689,O005
2025-01-25 06:32:00,P002532,M009,15.17,False,,0.611,O009
2025-01-13 03:41:00,P002532,M011,14.4,True,Surface,0.63,O001
2025-01-20 06:19:00,P002532,M019,18.46,False,,0.799,O003
2025-02-04 03:53:00,P002532,M007,18.0,True,Burr,0.719,O005
2025-01-10 21:34:00,P002532,M018,17.16,False,,0.741,O004
